time,POACTPQM1T_kW,POACTPQM2_kW,POACTPQM3_kW,FREQPQM1_Hz,FREQPQM2_Hz,VABPQM1T_volt,VBCPQM1T_volt,VCAPQM1T_volt,VABPQM2_volt,VBCPQM2_volt,VCAPQM2_volt,VABPQM3_volt,VBCPQM3_volt,VCAPQM3_volt,AMPAPQM1T_amp,AMPBPQM1T_amp,AMPCPQM1T_amp,AMPAPQM2_amp,AMPBPQM2_amp,AMPCPQM2_amp,AMPAPQM3_amp,AMPBPQM3_amp,AMPCPQM3_amp,PORETPQM1T_kvar,PORETPQM2_kvar,PORETPQM3_kvar,FPTPQM1T,FPTPQM2,FPTPQM3,DESVMPM1_%,DESAMPM1_%,DESVMPM2_%,DESAMPM2_%,DESVMPM3_%,DESAMPM3_%,THDVTPQM1T,THDITPQM1T,THDI11PQM1,THDI3PQM1,THDI5PQM1,THDI7PQM1,THDI9PQM1,THDITPQM1,THDV11PQM1,THDV3PQM1,THDV5PQM1,THDV7PQM1,THDV9PQM1,THDVTPQM1,TEMPTUBXIN_degF,PDP_PSIG,PIP_PSIG,TPMOTOR_degF,HORAS_ON,HORAS_OFF,HORAS_TOT,POT_HID,VOLUMEN_LIQUIDO,AGUA,CRUDO,BSW
2022-11-26T22:42:00.000Z,480.1,451.5,,,,485.6,488.4,487.05,438,442.4,433.7,2944,3024,,615.2,629.7,616.8,,784,,,,,62.8,388.5,276.2,91.55,75.7,,0.592733092,1.471773111,1.964144477,,4.152046784,,16.9,42.85,3.5,0.8,38.8,12.2,4.4,41.4,,,,,,9.2,200.66,2456.7,1002.4,253.2,,,,234.9717142,,,,
2022-11-26T22:45:00.000Z,,449.5,449.7648253,,56.9,485,487.1,485.95,438.2,442.6,434,2943,,,616.1,,617.8,787.5,783.8,784.1,112.8,,,70.1,390.9,274.2,91.75,75.4,88.7,0.43956044,,1.989197734,0.301435,,,22.9,42.95,2.4,1.9,38.1,10.6,4.1,42,,,,,,21.9,200.7,2456,1002.1,252.7,,,,234.1991576,,,,
2022-11-26T22:48:00.000Z,479,451.6,,,,484.3,487.15,,438,442.4,433.7,2945,3026,,616.5,,618,788.2,784.1,784.8,112.9,116.5,,55.3,388.7,275.2,91.55,75.7,,0.588445078,,1.977066034,0.318187603,,,49.55,67.9,2.7,2,37.8,12.6,4.3,41.7,,,,,,22.1,200.69,2456,1002.1,252.7,,,,235.0592941,,,,
2022-11-26T22:51:00.000Z,479.3,451.5,,,,485.25,487.55,486.5,,442.5,433.8,,,2920,615.6,,617.9,787.9,784,,112.8,,,65.5,388.9,276.8,91.3,,88.5,0.474805626,,,,,,22.9,,2.8,1.7,39.2,11.2,4.5,,,,,,,21.9,200.67,2456.5,1002.4,252.4,,,,233.2750288,,,,
2022-11-26T22:54:00.000Z,478.3,450.9,450.8726043,,,484.45,486.9,485.6,,442.4,,,3025,2919,616.3,630.6,618.9,788,784.2,,112.9,,,64.9,389.4,275.3,,75.6,88.7,0.511204898,1.393504127,,,,,50,68.3,3,1.9,38.6,13,4.8,41.6,,,,,,22.3,200.67,2457.3,1002.7,252.1,,,,234.2024386,,,,
2022-11-26T22:57:00.000Z,479.9,450.4,450.1942568,,57,485.25,488.5,486.9,,,433.7,,3026,,615.5,,617.5,787.8,783.9,784.6,112.8,,118.9,71.6,389.8,273.6,91.75,75.5,88.8,0.675916044,,,0.301319866,,,17.05,42.7,3.4,0.8,38.5,12,4.3,41.3,,,,,,9.2,200.68,2457.8,1002.4,251.3,,,,233.7695258,,,,
2022-11-26T23:00:00.000Z,480.2,449.9,449.5195506,,,485.3,488.05,486.9,,,,2944,,,615.1,629.5,617.6,,,784.3,,,,73.1,390.4,271.3,,75.4,89,,1.412308023,,,,,48.05,66.9,3.1,2.1,38.6,13.1,4.8,41.5,,,,,,21.2,200.69,2456.8,1002.5,252.9,,,,234.8445339,,,,
2022-11-26T23:03:00.000Z,480.1,451.3,451.0430665,,56.9,484.3,486.9,485.55,438.2,442.6,434,2945,,2920,616.2,630.6,618.4,787.9,784.1,784.8,112.9,,119,61.4,389.5,274.7,91.6,75.6,88.7,0.535045479,1.426120523,1.989197734,0.292769857,,,16.7,42.6,3.4,0.7,38.5,12.1,4.3,41.1,,,,,,9.2,200.7,2456.8,1002.5,252.9,,,,235.0311626,,,,
2022-11-26T23:06:00.000Z,,450.9,,,57,485.35,487.4,486.2,438,442.4,433.8,,3025,2919,615.8,629.6,616.9,,784.4,785.1,,,,70.4,389.6,274.9,91.7,,,0.457136072,1.422971594,1.989984186,,,,23,42.75,2.9,1.7,39.4,11.3,4.7,41.7,,,,,,22.4,200.68,2456.3,1002.7,252.4,,,,233.4494274,,,,
2022-11-26T23:09:00.000Z,479.4,451.9,,,,485.25,487.45,,438.1,442.5,433.9,,,2918,615.8,629.4,617.5,787.7,784.1,784.6,,116.6,,61.6,388.3,274.8,91.7,75.7,,,1.368980512,,0.284332032,,,23.05,,3,2,38.5,13,,,,,,,,21.7,200.68,2457.6,1002.6,252.2,,,,234.4627064,,,,
2022-11-26T23:12:00.000Z,478.2,450.1,450.0308989,,56.9,484.6,486.8,485.55,438,442.4,433.7,2944,3024,2919,,630.4,618.4,787.6,783.8,784.5,,116.5,,65.8,389.9,271.7,,75.5,89,0.47553944,,,0.292881701,,,23.1,42.8,2.9,1.7,39.3,11.3,4.8,41.8,,,,,,22.5,200.76,2457.2,,252.8,,,,233.9212183,,,,
2022-11-26T23:15:00.000Z,478.3,450.3,,,,484.35,487,485.65,438.2,442.6,434,2945,3027,2920,,630.5,618,787.7,784.1,784.3,112.8,,,62.8,390.2,275.4,,,88.6,0.546870356,,1.989197734,0.297101142,,,16.85,42.6,3.5,0.6,38.5,12.2,4.4,41.1,,,,,,9.2,200.74,2457.1,1002.4,253.2,,,,233.7494522,,,,
2022-11-26T23:18:00.000Z,,,,,,484.65,487,485.6,438,442.4,433.7,,3025,2919,616.2,,618.2,,784,784.8,112.9,,118.9,74.8,390,275.7,91.65,,,0.50511053,,1.989984186,,,,22.55,42.65,2.9,1.8,39.3,11.2,4.7,41.6,,,,,,21.6,200.68,2457.1,1002.4,253.2,,,,234.7247967,,,,
2022-11-26T23:21:00.000Z,479.8,449.8,449.7648253,,57,484.9,487.45,486.1,,,433.8,,,2920,615.8,630.2,,787.9,783.9,785,,,,63.4,390.9,274.6,91.6,75.4,88.7,0.522565321,,,0.292769857,,,23,43,3,2,38.6,13,,41.8,,,,,,21.5,200.64,2456.8,1002.3,250.8,,,,234.7618315,,,,
2022-11-26T23:24:00.000Z,478.5,449.4,,,56.9,484.75,488.1,486.6,,442.3,433.7,,3024,2918,,629.6,618.1,788.2,784.4,784.7,,,,70.6,391.1,274.1,91.45,75.3,,,,,0.309676325,,,22.9,42.65,2.9,1.9,39.3,11.2,4.8,41.6,,,,,,22.5,200.64,2457.1,1002.7,252.6,1,0,1,234.9931873,,,,
2022-11-26T23:27:00.000Z,478.2,450.6,,,,484.25,487.7,485.85,438.1,442.5,433.9,,3026,2920,616,630.6,617.6,787.8,784.2,784.6,,,119,60,389.9,275,91.2,75.5,,0.736735785,1.48052784,,0.288551303,,,23.25,43.1,,2.2,38.5,13,4.6,41.7,,,,,,22.1,200.7,2457,1002.4,251.1,,,,234.5124165,,,,
2022-11-26T23:30:00.000Z,479.3,450.7,,,57,,486.5,,438.2,442.6,,2946,,,616.6,631.4,619.1,787.6,783.8,784.8,112.8,116.4,,72.7,389.7,274.9,,,,0.553373795,1.451448771,,0.280112045,,,23,42.6,,1.8,39.4,11.2,4.8,41.6,,,,,,21.9,200.66,2456.8,1002.8,253.3,,,,234.6300488,,,,
2022-11-26T23:33:00.000Z,480.1,449.5,,,,484.7,487.3,486.05,,,,2945,,2919,616.7,,617.8,787.3,783.9,784.7,,116.5,118.9,63.5,390.8,274.3,91.6,75.3,,0.540540541,,,0.25467974,,,46.3,65.05,3,2.2,38.5,13,4.7,41.7,,,,,,21.6,200.72,2456.8,1002.8,253.3,,,,234.7398347,,,,
2022-11-26T23:36:00.000Z,,449.7,450.099661,,56.9,484.8,487.3,486.05,438.1,442.5,433.8,,,2920,616,630.5,617.9,787.2,,784.8,112.9,,119,66.4,390.6,276.5,91.5,75.4,88.5,,1.45355074,1.989984186,,,,22.75,,2.9,1.9,39.3,11.2,,,,,,,,22.2,200.69,2457,1002.2,251.4,,,,234.56471,,,,
2022-11-26T23:39:00.000Z,478.3,451.9,451.4751406,,57,484,487.25,485.35,438.3,442.7,434.1,2946,,,616.4,630.4,618.2,787.4,,784.1,,,,67.4,388.4,273,91.5,75.7,88.9,,1.404825737,1.962592202,,,,47.15,,,2,38.4,12.9,4.6,,,,,,,21.9,200.69,2456.9,1002.4,253.6,,,,234.1179274,,,,
2022-11-26T23:42:00.000Z,479,450.3,450.4435666,,,484.3,486.8,,438,442.4,433.8,2945,,2919,617.1,630.8,618.1,,783.8,784.7,112.8,,118.9,61.8,389.8,275.4,91.4,75.5,88.6,,1.414790997,1.989984186,,,,17.3,42.65,3.5,0.7,38.5,12.1,4.4,41,,,,,,9.3,200.73,2457.1,1002.3,253.3,,,,234.8185932,,,,
2022-11-26T23:45:00.000Z,478.9,449.9,449.5130631,,56.9,484.9,486.75,485.85,438.2,442.6,433.9,,,,616.6,630.6,618.5,,783.9,784.8,112.9,,119,72,390.5,274.2,91.55,75.4,88.8,0.380295918,1.398938736,1.989197734,,,,51.25,69.6,2.8,1.7,39.2,11.1,4.6,41.9,,,,,,22.3,200.73,2455.5,,252.5,,,,234.0375543,,,,
2022-11-26T23:48:00.000Z,478.9,449.5,,,57,484.1,486.85,485.25,,442.5,,2946,3027,2920,,,,787.6,783.8,784.2,112.8,116.4,,62.8,390.8,275.6,,,88.6,,,,0.30565461,,,16.9,42.75,3.3,0.8,38.2,11.8,4.3,41.2,,,,,,9.2,,2455.5,,252.5,,,,234.7484687,,,,
2022-11-26T23:51:00.000Z,478.9,450.8,450.9578354,,56.9,484.05,486.2,484.8,438.1,,,2945,3026,,616.7,630.7,619,787.8,784,784.5,,,,67.4,389.5,274.4,,75.6,88.7,0.476133794,1.376982426,,0.301319866,,,23.25,42.65,2.9,1.7,39,11.1,4.7,41.7,,,,,,22.4,200.64,2456.2,1002.7,252.2,,,,234.8446013,,,,
2022-11-26T23:54:00.000Z,478.8,451.4,,,57,484.5,487.1,485.7,,,,2946,,,616.2,630.6,618.4,788.1,784.2,,112.9,,118.9,57.7,389.1,272.9,91.5,,88.9,0.546772852,1.426120523,,,,,16.9,42.95,3.1,0.6,38.4,12,4.1,41.4,,,,,,9.4,200.64,2456.4,1002.2,253.1,,,,234.4487851,,,,
2022-11-26T23:57:00.000Z,478.4,448.7,448.6565953,,56.9,484.1,486.75,485.55,438,442.4,433.8,,3027,,616.7,631.2,,,784.6,784.6,112.8,,119,64.6,392.1,274.6,91.45,75.2,88.7,0.558958197,,,,4.226723802,,22.8,42.75,2.9,1.9,39.3,11.1,4.7,41.7,,,,,,22.2,200.69,2457.3,1002.3,252.4,,,,235.5954644,,,,
2022-11-27T00:00:00.000Z,477.9,450.6,,,57,,486.05,484.75,438.1,442.5,433.9,,3026,,617.5,,619.2,787.5,783.9,784.1,112.9,116.5,,55.5,389.5,274.7,,75.6,,0.512118144,,,0.29717682,,,17,42.7,3.3,0.7,38.3,11.9,4.3,41.2,,,,,,9.2,200.64,2456,1002.6,252.3,,,,235.6958667,,,,
2022-11-27T00:03:00.000Z,,448.6,448.6594595,,56.9,484,486.5,485.2,,,433.8,2945,3025,,616.6,631.3,618.5,788,784.1,784.6,,,,65.3,392,273.7,91.45,75.2,88.8,0.529509757,1.473424775,,0.309755166,,,22.95,42.7,2.9,1.8,39.3,11.2,4.7,41.7,,,,,,22.1,200.64,2456,1002.6,252.3,,,,234.2188829,,,,
2022-11-27T00:06:00.000Z,478.1,448.5,,,57,483.2,485.9,484.3,,442.4,,,3026,,617.1,631.8,619.1,787.6,,784.4,112.8,116.4,,61.3,391.9,273.6,91.5,,,0.589917769,1.466809422,,,,,46.6,65.15,2.6,2,38,12.7,4.3,41.6,,,,,,22,200.71,2456.5,1003,251.1,,,,235.3419658,,,,
2022-11-27T00:09:00.000Z,478.7,448.6,,,56.9,483.7,486.4,484.85,438.2,442.6,433.9,2946,,,617.1,631,618.3,,784,784.7,,,,74.7,392.2,274.3,91.45,,88.7,0.589285714,1.425203601,1.989197734,,,,,42.8,2.8,1.6,39.2,11,4.6,41.7,,,,,,,200.71,2457,1002.3,253,,,,235.6070566,,,,
2022-11-27T00:12:00.000Z,477.7,450.4,450.4435666,,,483.7,485.7,484.65,437.9,442.2,433.6,2944,3024,2919,617.2,631.9,619.2,788.3,784.2,784.6,112.9,116.5,,61.2,389.7,275.7,91.15,75.5,88.6,0.422870756,1.466573891,1.977848101,0.330915108,,,46.3,64.9,3,2,38.1,12.7,4.7,41.4,,,,,,21.7,200.72,2457.3,,252.3,,,,235.564572,,,,
2022-11-27T00:15:00.000Z,479.4,449.6,,,57,483.45,484.8,483.95,438.2,442.6,433.9,2945,3027,2920,618,632.5,619.2,787.3,783.8,784.4,112.8,,118.9,73.2,390.9,275.3,91.6,75.4,,,1.486869551,1.989197734,0.271704521,4.226723802,,23,42.45,2.9,1.9,39.3,11,4.8,41.3,,,,,,22.4,200.71,2457.3,1002.3,251.6,,,,233.9037546,,,,
2022-11-27T00:18:00.000Z,478.5,450.1,450.5315671,,,483,485.4,484.1,438.1,442.5,433.8,,3026,,616.9,631.7,,787.5,784,784.3,,116.4,119,66.4,390.2,274.2,,75.5,88.7,0.512759361,,1.989984186,0.284404449,,,46.95,,3.1,2.1,38.3,12.9,4.7,,,,,,,21.7,200.71,2457.3,1002.3,251.6,,,,235.090852,,,,
2022-11-27T00:21:00.000Z,478.9,449.3,,,56.9,483.15,485.45,484.25,,,433.9,,,2919,618.4,,619.3,787.6,783.8,,112.9,116.5,,70.9,391.1,274.3,91.6,75.3,,,,,,,,16.85,42.6,3.4,0.7,38.4,12,4.3,41.2,,,,,,9.3,200.76,2456.3,1002.5,253.1,,,,233.860942,,,,
2022-11-27T00:24:00.000Z,479.1,450.7,,,,483.7,485.95,484.7,438.2,442.6,,,3027,2920,617.1,631.9,619.3,787.5,784,784.1,112.8,116.4,118.9,71.9,389.6,,91.6,75.6,,0.476388972,1.466573891,,0.292919002,,2.786555587,47.7,65.9,3,2.1,38.2,12.7,4.7,41.4,,,,,,22.2,200.69,2457.8,1002.7,252.7,1.05,0,1.05,235.2096781,,,,
2022-11-27T00:27:00.000Z,478.9,452.1,452.0715411,,,482.7,485.25,483.8,438.1,442.5,,,3025,2919,618.2,,620.1,787.8,,784.4,112.9,,119,56.4,387.9,272.5,91.7,75.8,88.9,0.542894643,,,,,,17.05,42.45,3.5,0.8,38.5,11.9,4.4,40.9,,,,,,9.3,200.72,2457.8,1002.7,252.7,,,,234.7050522,,,,
2022-11-27T00:30:00.000Z,478.3,447.6,447.378805,,57,,485.75,484.45,,,,,3026,2921,618,632.1,619.6,787.5,783.9,784.2,112.8,,,66,392.9,274.7,91.45,75,88.7,0.518412585,1.422688132,,0.292919002,,,22.8,42.65,2.9,1.9,39.1,11,4.7,41.7,,,,,,22.2,200.75,2457,1002.7,252.9,,,,236.1222067,,,,
2022-11-27T00:33:00.000Z,478.2,450.8,450.9548533,,,483.7,485.95,484.7,,442.6,433.8,,,2920,617.2,632.1,619.3,787.2,783.6,784.5,,,118.9,56.3,389.3,275.6,,75.6,88.6,0.476388972,1.482393236,,0.267481849,,,17,42.6,3.5,0.8,38.4,11.9,4.4,40.9,,,,,,9.3,200.75,2457,1002.7,252.9,,,,235.254904,,,,
2022-11-27T00:36:00.000Z,478.2,449.9,449.6828829,,,483.2,485.45,484.35,438.2,,433.9,2946,,2921,617.8,631.8,619.7,787.4,,,112.9,,,74.6,390.2,273.9,91.65,75.4,88.8,0.464866798,1.396244584,,,,,23.45,42.7,2.4,2,37.9,10.2,4.1,41.8,,,,,,22.9,200.66,2456.8,1002.6,251,,,,234.5153644,,,,
2022-11-27T00:39:00.000Z,477.3,450.5,,,56.9,483.6,485.85,484.7,438,442.4,433.8,2945,3025,2920,618.2,632.2,619,787.6,784.1,784.6,,,119,64.9,389.6,273.8,91.25,75.5,,,1.455012303,,0.275856215,,,48.55,66.95,3.1,,38.5,12.9,4.7,41.6,,,,,,22.1,200.66,2456.5,1002.8,253.2,,,,234.0645343,,,,
2022-11-27T00:42:00.000Z,478.7,450.7,,,57,,485.05,483.9,438.2,442.6,433.9,2946,3026,,618,632.1,620.3,787.7,783.8,784.7,112.8,,118.9,72.7,389.5,273.9,91.55,,,0.405582727,1.384730539,,0.29284441,,,16.85,42.6,3.4,0.7,38.3,11.8,4.3,41,,,,,,9.3,200.71,2457.4,1002.5,250.7,,,,234.7969368,,,,
2022-11-27T00:45:00.000Z,478.8,449.6,449.6859393,,,483.3,,484.05,,,,,,,618.2,632.4,619.1,787.4,783.5,784.2,112.9,,,66.4,390.5,272.4,91.55,75.4,88.9,,1.470824196,,0.301473398,,,47.55,66.05,3,2.1,38.4,12.8,4.8,41.3,,,,,,21.6,200.65,2456.3,1002.6,251.1,,,,234.7892702,,,,
2022-11-27T00:48:00.000Z,477.7,450.4,450.3643018,,,482.5,484.7,483.65,438.3,442.8,434,,3028,2922,618.7,632.9,619.9,787,783.6,784.5,112.8,116.5,,66.5,389.9,274.1,91.4,75.5,88.8,0.459619173,1.453379642,,0.250520148,,,17.2,42.5,3.3,0.8,38.1,11.9,4.1,40.7,,,,,,9.2,200.65,2456.3,1002.6,251.1,,,,234.0860603,,,,
2022-11-27T00:51:00.000Z,479.7,450.5,,,56.9,482.75,485.25,483.95,438.1,442.5,433.8,2945,3026,2920,618.7,632.5,619.4,787.7,783.7,,112.9,,119,64.7,389.5,273.4,91.6,,,0.51896922,1.43804127,1.989984186,,4.189399844,,23.1,42.5,3,1.8,39.1,10.9,4.7,41.4,,,,,,22,200.68,2456.1,1002.4,253.1,,,,233.7552703,,,,
2022-11-27T00:54:00.000Z,478.9,448,448.0599775,,,482.75,484.4,483.4,,,,,,,618.3,633.2,620.2,787.8,783.8,784.6,,,118.9,62.9,392.7,274.7,91.7,75.1,88.7,0.370193456,1.490623497,,0.305576776,,,47.8,66.15,3.1,2.1,38.3,12.8,4.8,41.3,,,,,,21.9,200.68,2456.1,1002.4,253.1,,,,234.5296288,,,,
2022-11-27T00:57:00.000Z,478.4,450,450.1942568,,57,482.35,484.45,483.25,438,442.4,,2944,3024,2919,618.4,632.9,620,787.5,,784.3,112.8,116.4,119,70.7,389.8,273.5,91.55,75.5,88.8,,1.464222733,,,,2.81447444,22.6,42.65,2.8,1.8,38.7,10.7,4.6,41.4,,,,,,21.7,200.72,2457.3,1002.3,250.8,,,,235.8901957,,,,
2022-11-27T01:00:00.000Z,,449.7,449.4214447,,56.9,482.3,484.5,483.2,,,433.7,,3025,,618.8,632.6,619.8,787.3,783.5,784.5,,,118.9,65.7,390.1,275.7,91.5,75.4,88.6,,1.42154767,,0.28021908,,,44.95,63.6,,2.1,37.6,12.3,4.5,41.5,,,,,,21.8,200.69,2457.1,1002.3,252.8,,,,234.7844155,,,,
2022-11-27T01:03:00.000Z,478.9,448.9,,,,483.55,,484.2,438.1,442.5,433.9,2945,,2920,618.2,632.4,618.8,787.7,783.9,784.1,,,,55.3,391.6,275.8,91.6,75.3,,0.339771102,1.487108163,,0.314131681,,,16.8,42.65,3.5,0.7,38.4,11.9,4.3,41,,,,,,9.3,200.69,2457.1,1002.3,252.8,,,,234.628514,,,,
2022-11-27T01:06:00.000Z,478.3,449.8,,,57,482.8,486.05,484.2,,,433.8,,3026,,617.5,632,,787.5,,784.9,112.9,116.5,,68.3,390.6,275.4,91.65,75.4,,0.691381571,,,,,,23.3,42.65,2.9,1.9,39.1,10.8,4.7,41.4,,,,,,22.6,200.72,2456.9,1002.6,253,,,,235.3539409,,,,
2022-11-27T01:09:00.000Z,480.5,451.2,450.9578354,,,482.55,,483.85,,,,2944,3025,2919,618.1,631.9,619.6,787.6,784.1,784.7,,,,57,389.2,274.1,,75.6,88.7,0.626342162,1.396020539,,0.271600747,,,16.7,42.5,3.5,0.7,38.3,11.8,4.3,40.8,,,,,,9.3,200.72,2457.2,1002.5,252.7,,,,234.2523654,,,,
2022-11-27T01:12:00.000Z,478.4,449.6,449.597973,,,482.25,485.5,483.75,,,,,,,618,632.3,619.1,787.2,783.6,784.5,112.8,,,71.3,390.5,273.4,91.45,75.4,88.8,,1.471060233,,0.267481849,,,23.35,42.6,3,1.9,39.1,10.8,4.8,41.5,,,,,,22.5,200.67,2458,1002.7,251,,,,235.1823884,,,,
2022-11-27T01:15:00.000Z,478.8,450.3,450.1847458,,56.9,483.15,485.75,484.55,,,,,,2918,616.6,632.3,619.6,787.6,784.1,784.6,,,119,64.3,390.2,276.8,,75.5,88.5,0.554165177,1.519935777,,0.275856215,,,46.75,65.25,3.1,2,38,12.5,4.7,41.3,,,,,,21.8,200.66,2456.6,1002.4,252.4,,,,234.9011304,,,,
2022-11-27T01:18:00.000Z,479,451.3,451.4659142,,,483.1,486.2,485.1,,,433.9,2945,3026,2919,617.2,631.7,620.2,787.5,784,784.5,,116.4,118.9,69.8,388.8,275.8,,75.7,88.6,,1.391043818,,0.275891341,,,23,,3,1.7,39,10.8,4.8,,,,,,,21.9,200.66,2456.6,1002.4,252.4,,,,234.2308706,,,,
2022-11-27T01:21:00.000Z,480.1,449.9,449.1734234,,,482.9,484.9,483.7,438,442.4,433.7,2944,3025,,617.4,631,619.3,787.2,783.7,784.9,,,,64,390.1,273.9,92,75.4,88.8,,1.354607271,,0.246200866,,,44.45,63.2,3.1,2,38.2,12.5,,40.9,,,,,,20.8,200.65,2456.8,1002.7,252.8,,,,234.2641789,,,,
2022-11-27T01:24:00.000Z,477.3,449.1,448.9985344,,,482.4,485.45,484.05,,,433.8,,,,,632,619.1,787.5,783.9,784.2,,,,69.8,391.2,274.2,91.45,75.3,88.7,,,,0.292919002,,,17.15,42.45,3.4,0.6,37.8,11.5,4.3,40.6,,,,,,9.3,,2458.5,1003.6,,1.05,0,1.05,235.2414629,,,,
2022-11-27T01:27:00.000Z,480,449.4,,,57,481.75,485,483.45,438.2,442.6,433.9,2946,3027,2920,618.3,633.3,620.8,787.3,783.7,784.5,,,,66.3,390.9,275.4,91.75,,88.6,0.686772171,1.468703269,1.989197734,0.271704521,,,49.7,67.7,2.9,1.8,38.2,12.4,4.6,41.2,,,,,,22,200.66,2458.2,1002.9,252.9,,,,235.5577638,,,,
2022-11-27T01:30:00.000Z,477.9,449.7,449.8498309,,56.9,482,485.55,483.9,438,442.4,433.7,2944,3025,2919,618.1,632.2,620.3,787.5,783.8,784.4,,116.5,119,59.2,390.2,274.3,91.3,75.4,88.7,0.745867892,1.389928365,2.00369101,0.288661544,,,16.9,42.4,3.4,0.7,38.1,11.5,4.5,40.7,,,,,,9.3,200.66,2457.7,1003,253.3,,,,234.48471,,,,
2022-11-27T01:33:00.000Z,477.4,451.5,,,,481.9,,483.85,438.1,442.5,433.8,,,,617.8,632.2,620.7,788,784,,,116.4,,67,388.6,274.5,91.35,75.7,,,1.384508473,,,,,22.6,42.4,3,1.6,39,10.7,4.9,41.5,,,,,,22.2,200.69,2457.7,1003,253.3,,,,234.3494983,,,,
2022-11-27T01:36:00.000Z,476.1,450.2,450.1092342,,57,,484.55,483,438,442.4,433.7,2943,3024,2918,618.7,633.9,,787.8,,784.6,,,,63.1,389.8,273.6,,75.5,88.8,0.747339471,,1.990771259,,,,17.25,42.4,3.1,0.6,37.7,11.4,4.1,40.7,,,,,,9.2,200.72,2458.9,1002.1,251,,,,234.6521243,,,,
2022-11-27T01:39:00.000Z,476.6,448.5,448.2326945,,56.9,480.85,,482.7,438.2,442.6,434,2946,3026,2920,619.6,633.7,,787.4,783.8,784.3,,,118.9,71.4,392.1,275.2,91.25,75.2,88.7,0.71787509,,1.989197734,0.284440671,4.208065459,,23.6,42.3,2.9,1.9,38.8,10.5,4.8,41.3,,,,,,22.7,200.72,2456.8,1002.2,253.1,,,,235.617535,,,,
2022-11-27T01:42:00.000Z,478.8,449.2,448.6554176,,57,483.15,486.75,485.15,438.1,442.5,433.9,2945,3025,2919,617.2,631.9,,,783.7,784.1,,,,58.8,390.9,276.2,91.5,75.3,88.6,0.785714286,,,,,,45.4,63.35,2.4,2,36.8,11.6,4.2,41.7,,,,,,23,200.71,2457.6,1002.8,250.7,,,,235.6499383,,,,
2022-11-27T01:45:00.000Z,480.3,450.2,450.0208568,,,483.6,486,484.95,438,442.4,433.8,2943,3024,2917,617.6,632.3,,787.8,784.1,784.5,112.9,116.5,119,75.1,389.9,274.5,91.6,75.5,88.7,,,1.964144477,0.297063317,,2.784156142,22.95,42.5,2.7,1.5,39.1,10.9,4.8,41.5,,,,,,21.4,200.66,2456,1001.8,251.6,,,,234.5984627,,,,
2022-11-27T01:48:00.000Z,479.2,449.9,,,,482.5,485.6,484.05,,,433.7,2944,3025,2918,618.8,633,620.5,787.6,783.7,784.6,112.8,,,65.8,390.1,274.4,91.35,75.4,,0.650125253,1.426053517,,0.292881701,,,46.2,65,3,1.9,38.6,12.8,4.9,41.7,,,,,,21.5,200.75,2456,1001.8,251.6,,,,234.7694755,,,,
2022-11-27T01:51:00.000Z,480.1,449.1,449.0048369,,,482.3,484.65,,438.1,442.6,433.9,2945,3026,2920,,,621.3,787.4,783.6,784.4,,116.4,118.9,68,391.2,272.4,92.05,75.3,88.9,0.489639936,,2.002898933,0.28869831,,,17.3,42.5,3.3,0.5,38.2,11.7,4.5,41,,,,,,9.4,200.67,2455.4,1002.5,253.5,,,,234.0374946,,,,
2022-11-27T01:54:00.000Z,479.9,449.3,,,56.9,,486.05,484.45,438,442.4,433.7,2943,3024,2918,618.1,632.1,619.8,787.8,784,784.7,,116.5,119,70.8,,275.2,91.75,,88.6,0.739063059,1.406417112,,0.292807129,4.191850263,,46.3,65.05,3.1,1.9,38.6,12.8,4.9,41.6,,,,,,21.4,200.67,2458.3,1001.7,253.1,,,,235.6749822,,,,
2022-11-27T01:57:00.000Z,478.1,450.8,450.9578354,,57,482,,,,442.5,433.8,2944,3026,2920,618.2,633.2,620.9,787.7,783.9,784.6,,,,62.6,389.4,274.6,,75.6,88.7,0.692413299,1.458099664,,0.29284441,4.189399844,,17.55,42.5,3,0.6,37.8,11.4,4.1,40.8,,,,,,9.3,200.72,2457.6,1000.9,253.4,,,,234.8947923,,,,
2022-11-27T02:00:00.000Z,481.2,449,448.920135,,,,485.25,483.65,438.2,442.6,434,2945,,2919,,633,,787.5,783.7,784.3,,116.4,,70.2,391.4,272.4,91.9,75.3,88.9,,,1.989197734,0.29717682,,,22.2,42.45,2.9,1.5,39.2,11,4.9,41.4,,,,,,21.2,200.66,2458.3,1002.3,253.2,,,,234.5958527,,,,
2022-11-27T02:03:00.000Z,478.5,448.9,,,,482.5,485.95,484.35,438.1,442.5,433.9,2944,3025,,617.8,632.1,,787.7,,,,,118.9,56.8,391.8,274.9,91.8,,88.7,0.739195231,,,,,,47.2,65.5,3.1,1.8,38.6,12.8,,41.5,,,,,,22.1,200.73,2458.3,1002.3,253.2,,,,234.7581299,,,,
2022-11-27T02:06:00.000Z,479.5,450.5,,,,,,484.6,,442.6,,2945,3026,2920,,632.6,620.8,787.5,783.9,784.7,,,,72.9,390,274.7,91.65,75.5,,,,,0.27163533,,,23.4,,2.9,1.5,39.2,11,,,,,,,,22.2,200.68,2457.2,1002,251.4,,,,234.7340507,,,,
